company_name,price_date,price_type,price
Krungthai Bank,2024-07-03,Predicted,9.088031768798828
Krungthai Bank,2024-07-05,Predicted,9.11586093902588
Krungthai Bank,2024-07-08,Predicted,9.142927169799805
Krungthai Bank,2024-07-09,Predicted,9.166884422302246
Krungthai Bank,2024-07-10,Predicted,9.186585426330566
Krungthai Bank,2024-07-11,Predicted,9.201723098754885
Krungthai Bank,2024-07-12,Predicted,9.212543487548828
Krungthai Bank,2024-07-15,Predicted,9.2196044921875
Krungthai Bank,2024-07-16,Predicted,9.223604202270508
Krungthai Bank,2024-07-17,Predicted,9.225263595581056
Krungthai Bank,2024-07-18,Predicted,9.225252151489258
Krungthai Bank,2024-07-19,Predicted,9.224141120910645
Krungthai Bank,2024-07-22,Predicted,9.222393989562988
Krungthai Bank,2024-07-23,Predicted,9.22036075592041
Krungthai Bank,2024-07-24,Predicted,9.21829319000244
Krungthai Bank,2024-07-25,Predicted,9.235175132751465
Krungthai Bank,2024-07-26,Predicted,9.260467529296877
Krungthai Bank,2024-07-29,Predicted,9.310065269470217
Krungthai Bank,2024-07-30,Predicted,9.367347717285156
Krungthai Bank,2024-07-31,Predicted,9.422450065612791
Krungthai Bank,2024-08-01,Predicted,9.469940185546877
Krungthai Bank,2024-08-02,Predicted,9.507548332214355
Krungthai Bank,2024-08-05,Predicted,9.535074234008787
Krungthai Bank,2024-08-06,Predicted,9.553531646728516
Krungthai Bank,2024-08-07,Predicted,9.54084300994873
Krungthai Bank,2024-08-08,Predicted,9.51229190826416
Krungthai Bank,2024-08-09,Predicted,9.477754592895508
Krungthai Bank,2024-08-12,Predicted,9.44358253479004
Krungthai Bank,2024-08-13,Predicted,9.41340446472168
Krungthai Bank,2024-08-14,Predicted,9.38889503479004
Krungthai Bank,2024-08-15,Predicted,9.370413780212402
Krungthai Bank,2024-08-16,Predicted,9.357522010803224
Krungthai Bank,2024-08-19,Predicted,9.349366188049316
Krungthai Bank,2024-08-20,Predicted,9.468045234680176
Krungthai Bank,2024-08-21,Predicted,9.64316463470459
Krungthai Bank,2024-08-22,Predicted,9.830676078796388
Krungthai Bank,2024-08-23,Predicted,10.003660202026367
Krungthai Bank,2024-08-26,Predicted,10.148253440856934
Krungthai Bank,2024-08-27,Predicted,10.26933765411377
Krungthai Bank,2024-08-28,Predicted,10.362353324890137
Krungthai Bank,2024-08-29,Predicted,10.428153038024902
Krungthai Bank,2024-08-30,Predicted,10.47031593322754
Krungthai Bank,2024-09-03,Predicted,10.493589401245115
Krungthai Bank,2024-09-04,Predicted,10.502870559692385
Krungthai Bank,2024-09-05,Predicted,10.502603530883787
Krungthai Bank,2024-09-06,Predicted,10.496482849121094
Krungthai Bank,2024-09-09,Predicted,10.487363815307615
Krungthai Bank,2024-09-10,Predicted,10.477293014526367
Krungthai Bank,2024-09-11,Predicted,10.592370986938477
Krungthai Bank,2024-09-12,Predicted,10.76113224029541
Krungthai Bank,2024-09-13,Predicted,10.940770149230955
Krungthai Bank,2024-09-16,Predicted,11.105440139770508
Krungthai Bank,2024-09-17,Predicted,11.28762912750244
Krungthai Bank,2024-09-18,Predicted,11.456259727478027
Krungthai Bank,2024-09-19,Predicted,11.596965789794922
Krungthai Bank,2024-09-20,Predicted,11.70478630065918
Krungthai Bank,2024-09-23,Predicted,11.780725479125977
Krungthai Bank,2024-09-24,Predicted,11.829065322875977
Krungthai Bank,2024-09-25,Predicted,11.855466842651367
Krungthai Bank,2024-09-26,Predicted,11.865726470947266
Krungthai Bank,2024-09-27,Predicted,11.865073204040527
Krungthai Bank,2024-09-30,Predicted,11.857817649841309
Krungthai Bank,2024-10-01,Predicted,11.847259521484377
Krungthai Bank,2024-10-02,Predicted,11.835744857788086
Krungthai Bank,2024-10-03,Predicted,11.824806213378906
Krungthai Bank,2024-10-04,Predicted,11.81531810760498
Krungthai Bank,2024-10-07,Predicted,11.8076753616333
Krungthai Bank,2024-10-08,Predicted,11.80194091796875
Krungthai Bank,2024-10-09,Predicted,11.797964096069336
Krungthai Bank,2024-10-10,Predicted,11.795483589172363
Krungthai Bank,2024-10-11,Predicted,11.794193267822266
Krungthai Bank,2024-10-14,Predicted,11.79378890991211
Krungthai Bank,2024-10-15,Predicted,11.793997764587402
Krungthai Bank,2024-10-16,Predicted,11.79458999633789
Krungthai Bank,2024-10-17,Predicted,11.795382499694824
Krungthai Bank,2024-10-18,Predicted,11.880463600158691
Krungthai Bank,2024-10-21,Predicted,11.999388694763184
Krungthai Bank,2024-10-22,Predicted,12.123467445373535
Krungthai Bank,2024-10-23,Predicted,12.23572063446045
Krungthai Bank,2024-10-24,Predicted,12.327880859375
Krungthai Bank,2024-10-25,Predicted,12.3975830078125
Krungthai Bank,2024-10-28,Predicted,12.44607925415039
Krungthai Bank,2024-10-29,Predicted,12.476527214050291
Krungthai Bank,2024-10-30,Predicted,12.492816925048828
Krungthai Bank,2024-10-31,Predicted,12.49880599975586
Krungthai Bank,2024-11-01,Predicted,12.497912406921388
Krungthai Bank,2024-11-04,Predicted,12.49291706085205
Krungthai Bank,2024-11-05,Predicted,12.485923767089844
Krungthai Bank,2024-11-06,Predicted,12.478411674499512
Krungthai Bank,2024-11-07,Predicted,12.471333503723145
Krungthai Bank,2024-11-08,Predicted,12.46522617340088
Krungthai Bank,2024-11-11,Predicted,12.460318565368652
Krungthai Bank,2024-11-12,Predicted,12.456639289855955
Krungthai Bank,2024-11-13,Predicted,12.454078674316406
Krungthai Bank,2024-11-14,Predicted,12.452470779418944
Krungthai Bank,2024-11-15,Predicted,12.451613426208496
Krungthai Bank,2024-11-18,Predicted,12.451313972473145
Krungthai Bank,2024-11-19,Predicted,12.45139980316162
Krungthai Bank,2024-11-20,Predicted,12.451730728149414
Krungthai Bank,2024-11-21,Predicted,12.452188491821287
Krungthai Bank,2024-11-22,Predicted,12.452692985534668
Krungthai Bank,2024-11-25,Predicted,12.45318603515625
Krungthai Bank,2024-11-26,Predicted,12.4162015914917
Krungthai Bank,2024-11-27,Predicted,12.364500999450684
Krungthai Bank,2024-11-29,Predicted,12.310590744018556
Krungthai Bank,2024-12-02,Predicted,12.261808395385742
Krungthai Bank,2024-12-03,Predicted,12.221718788146973
Krungthai Bank,2024-12-04,Predicted,12.19135570526123
Krungthai Bank,2024-12-05,Predicted,12.17019271850586
Krungthai Bank,2024-12-06,Predicted,12.15688133239746
Krungthai Bank,2024-12-09,Predicted,12.149746894836426
Krungthai Bank,2024-12-10,Predicted,12.147116661071776
Krungthai Bank,2024-12-11,Predicted,12.147502899169922
Krungthai Bank,2024-12-12,Predicted,12.14969253540039
Krungthai Bank,2024-12-13,Predicted,12.152764320373535
Krungthai Bank,2024-12-16,Predicted,12.156065940856934
Krungthai Bank,2024-12-17,Predicted,12.1591796875
Krungthai Bank,2024-12-18,Predicted,12.161867141723633
Krungthai Bank,2024-12-19,Predicted,12.1453857421875
Krungthai Bank,2024-12-20,Predicted,12.120990753173828
Krungthai Bank,2024-12-23,Predicted,12.094992637634276
Krungthai Bank,2024-12-24,Predicted,12.071146965026855
Krungthai Bank,2024-12-26,Predicted,12.051336288452148
Krungthai Bank,2024-12-27,Predicted,12.036168098449709
Krungthai Bank,2024-12-30,Predicted,12.0254545211792
Krungthai Bank,2024-12-31,Predicted,12.01858615875244
Krungthai Bank,2025-01-02,Predicted,12.0147705078125
Krungthai Bank,2025-01-03,Predicted,12.013203620910645
Krungthai Bank,2025-01-06,Predicted,12.013161659240724
Krungthai Bank,2025-01-07,Predicted,12.014052391052246
Krungthai Bank,2025-01-08,Predicted,12.015419960021973
Krungthai Bank,2025-01-10,Predicted,12.016937255859377
Krungthai Bank,2025-01-13,Predicted,12.018393516540527
Krungthai Bank,2025-01-14,Predicted,12.019665718078612
Krungthai Bank,2025-01-15,Predicted,12.020696640014648
Krungthai Bank,2025-01-16,Predicted,12.021477699279783
Krungthai Bank,2025-01-17,Predicted,12.02202606201172
Krungthai Bank,2025-01-21,Predicted,12.022372245788574
Krungthai Bank,2025-01-22,Predicted,12.02255916595459
Krungthai Bank,2025-01-23,Predicted,12.022628784179688
Krungthai Bank,2025-01-24,Predicted,12.022613525390623
Krungthai Bank,2025-01-27,Predicted,12.022546768188477
Krungthai Bank,2025-01-28,Predicted,12.19681453704834
Krungthai Bank,2025-01-29,Predicted,12.440853118896484
Krungthai Bank,2025-01-30,Predicted,12.69517707824707
Krungthai Bank,2025-01-31,Predicted,12.92459487915039
Krungthai Bank,2025-02-03,Predicted,13.112149238586426
Krungthai Bank,2025-02-04,Predicted,13.253226280212402
Krungthai Bank,2025-02-05,Predicted,13.350699424743652
Krungthai Bank,2025-02-06,Predicted,13.411317825317385
Krungthai Bank,2025-02-07,Predicted,13.44322681427002
Krungthai Bank,2025-02-10,Predicted,13.454423904418944
Krungthai Bank,2025-02-11,Predicted,13.451911926269531
Krungthai Bank,2025-02-12,Predicted,13.441341400146484
Krungthai Bank,2025-02-13,Predicted,13.426947593688965
Krungthai Bank,2025-02-14,Predicted,13.41168212890625
Krungthai Bank,2025-02-18,Predicted,13.397419929504396
Krungthai Bank,2025-02-19,Predicted,13.385199546813965
Krungthai Bank,2025-02-20,Predicted,13.375447273254396
Krungthai Bank,2025-02-21,Predicted,13.584129333496094
Krungthai Bank,2025-02-24,Predicted,13.877333641052246
Krungthai Bank,2025-02-25,Predicted,14.182170867919922
Krungthai Bank,2025-02-26,Predicted,14.455950736999512
Krungthai Bank,2025-02-27,Predicted,14.678573608398438
Krungthai Bank,2025-02-28,Predicted,14.845029830932615
Krungthai Bank,2025-03-03,Predicted,14.959282875061035
Krungthai Bank,2025-03-04,Predicted,15.029802322387695
Krungthai Bank,2025-03-05,Predicted,15.066548347473145
Krungthai Bank,2025-03-06,Predicted,15.079147338867188
Krungthai Bank,2025-03-07,Predicted,15.075928688049316
Krungthai Bank,2025-03-10,Predicted,15.06352996826172
Krungthai Bank,2025-03-11,Predicted,15.04687786102295
Krungthai Bank,2025-03-12,Predicted,15.029361724853516
Krungthai Bank,2025-03-13,Predicted,15.013104438781738
HSBC,2023-05-23,Actual,38.16
HSBC,2023-05-24,Actual,37.2
HSBC,2023-05-25,Actual,37.58
HSBC,2023-05-26,Actual,37.82
HSBC,2023-05-30,Actual,37.42
HSBC,2023-05-31,Actual,36.82
HSBC,2023-06-01,Actual,37.42
HSBC,2023-06-02,Actual,37.82
HSBC,2023-06-05,Actual,37.73
HSBC,2023-06-06,Actual,38.2
HSBC,2023-06-07,Actual,38.38
HSBC,2023-06-08,Actual,38.45
HSBC,2023-06-09,Actual,38.45
HSBC,2023-06-12,Actual,38.09
HSBC,2023-06-13,Actual,38.46
HSBC,2023-06-14,Actual,38.65
HSBC,2023-06-15,Actual,39.05
HSBC,2023-06-16,Actual,39.18
HSBC,2023-06-20,Actual,39.37
HSBC,2023-06-21,Actual,39.42
HSBC,2023-06-22,Actual,38.7
HSBC,2023-06-23,Actual,38.23
HSBC,2023-06-26,Actual,38.47
HSBC,2023-06-27,Actual,39.01
HSBC,2023-06-28,Actual,38.9
HSBC,2023-06-29,Actual,39.22
HSBC,2023-06-30,Actual,39.62
HSBC,2023-07-03,Actual,39.95
HSBC,2023-07-05,Actual,39.57
HSBC,2023-07-06,Actual,39.0
HSBC,2023-07-07,Actual,39.27
HSBC,2023-07-10,Actual,39.09
HSBC,2023-07-11,Actual,39.05
HSBC,2023-07-12,Actual,40.09
HSBC,2023-07-13,Actual,40.55
HSBC,2023-07-14,Actual,40.36
HSBC,2023-07-17,Actual,40.73
HSBC,2023-07-18,Actual,40.96
HSBC,2023-07-19,Actual,40.79
HSBC,2023-07-20,Actual,41.4
HSBC,2023-07-21,Actual,41.37
HSBC,2023-07-24,Actual,41.37
HSBC,2023-07-25,Actual,41.54
HSBC,2023-07-26,Actual,41.91
HSBC,2023-07-27,Actual,41.22
HSBC,2023-07-28,Actual,41.73
HSBC,2023-07-31,Actual,41.78
HSBC,2023-08-01,Actual,42.21
HSBC,2023-08-02,Actual,40.66
HSBC,2023-08-03,Actual,40.99
HSBC,2023-08-04,Actual,40.79
HSBC,2023-08-07,Actual,41.52
HSBC,2023-08-08,Actual,40.91
HSBC,2023-08-09,Actual,40.79
HSBC,2023-08-10,Actual,40.38
HSBC,2023-08-11,Actual,40.11
HSBC,2023-08-14,Actual,39.78
HSBC,2023-08-15,Actual,38.62
HSBC,2023-08-16,Actual,37.99
HSBC,2023-08-17,Actual,37.93
HSBC,2023-08-18,Actual,37.66
HSBC,2023-08-21,Actual,37.75
HSBC,2023-08-22,Actual,37.38
HSBC,2023-08-23,Actual,37.61
HSBC,2023-08-24,Actual,37.55
HSBC,2023-08-25,Actual,37.51
HSBC,2023-08-28,Actual,37.96
HSBC,2023-08-29,Actual,38.21
HSBC,2023-08-30,Actual,38.01
HSBC,2023-08-31,Actual,37.32
HSBC,2023-09-01,Actual,37.55
HSBC,2023-09-05,Actual,37.22
HSBC,2023-09-06,Actual,36.98
HSBC,2023-09-07,Actual,36.87
HSBC,2023-09-08,Actual,36.97
HSBC,2023-09-11,Actual,37.47
HSBC,2023-09-12,Actual,37.9
HSBC,2023-09-13,Actual,38.54
HSBC,2023-09-14,Actual,39.37
HSBC,2023-09-15,Actual,39.27
HSBC,2023-09-18,Actual,39.02
HSBC,2023-09-19,Actual,39.45
HSBC,2023-09-20,Actual,39.11
HSBC,2023-09-21,Actual,39.26
HSBC,2023-09-22,Actual,39.54
HSBC,2023-09-25,Actual,39.42
HSBC,2023-09-26,Actual,38.97
HSBC,2023-09-27,Actual,39.16
HSBC,2023-09-28,Actual,39.68
HSBC,2023-09-29,Actual,39.46
HSBC,2023-10-02,Actual,39.02
HSBC,2023-10-03,Actual,39.32
HSBC,2023-10-04,Actual,39.31
HSBC,2023-10-05,Actual,39.78
HSBC,2023-10-06,Actual,40.48
HSBC,2023-10-09,Actual,39.76
HSBC,2023-10-10,Actual,40.53
HSBC,2023-10-11,Actual,40.83
HSBC,2023-10-12,Actual,40.3
HSBC,2023-10-13,Actual,39.75
HSBC,2023-10-16,Actual,40.09
HSBC,2023-10-17,Actual,40.09
HSBC,2023-10-18,Actual,39.67
HSBC,2023-10-19,Actual,39.11
HSBC,2023-10-20,Actual,37.69
HSBC,2023-10-23,Actual,37.69
HSBC,2023-10-24,Actual,37.68
HSBC,2023-10-25,Actual,37.58
HSBC,2023-10-26,Actual,37.28
HSBC,2023-10-27,Actual,36.71
HSBC,2023-10-30,Actual,36.02
HSBC,2023-10-31,Actual,36.33
HSBC,2023-11-01,Actual,36.26
HSBC,2023-11-02,Actual,37.02
HSBC,2023-11-03,Actual,37.44
HSBC,2023-11-06,Actual,37.93
HSBC,2023-11-07,Actual,37.69
HSBC,2023-11-08,Actual,37.59
HSBC,2023-11-09,Actual,36.97
HSBC,2023-11-10,Actual,37.03
HSBC,2023-11-13,Actual,37.42
HSBC,2023-11-14,Actual,37.88
HSBC,2023-11-15,Actual,38.47
HSBC,2023-11-16,Actual,38.04
HSBC,2023-11-17,Actual,38.58
HSBC,2023-11-20,Actual,38.74
HSBC,2023-11-21,Actual,38.57
HSBC,2023-11-22,Actual,38.04
HSBC,2023-11-24,Actual,38.62
HSBC,2023-11-27,Actual,38.61
HSBC,2023-11-28,Actual,38.59
HSBC,2023-11-29,Actual,38.03
HSBC,2023-11-30,Actual,38.43
HSBC,2023-12-01,Actual,38.66
HSBC,2023-12-04,Actual,38.35
HSBC,2023-12-05,Actual,38.19
HSBC,2023-12-06,Actual,38.52
HSBC,2023-12-07,Actual,38.82
HSBC,2023-12-08,Actual,39.21
HSBC,2023-12-11,Actual,39.0
HSBC,2023-12-12,Actual,39.26
HSBC,2023-12-13,Actual,39.48
HSBC,2023-12-14,Actual,39.64
HSBC,2023-12-15,Actual,38.85
HSBC,2023-12-18,Actual,39.05
HSBC,2023-12-19,Actual,39.4
HSBC,2023-12-20,Actual,39.09
HSBC,2023-12-21,Actual,39.72
HSBC,2023-12-22,Actual,40.27
HSBC,2023-12-26,Actual,40.55
HSBC,2023-12-27,Actual,40.73
HSBC,2023-12-28,Actual,40.52
HSBC,2023-12-29,Actual,40.54
HSBC,2024-01-02,Actual,40.12
HSBC,2024-01-03,Actual,40.0
HSBC,2024-01-04,Actual,40.31
HSBC,2024-01-05,Actual,40.74
HSBC,2024-01-08,Actual,41.43
HSBC,2024-01-09,Actual,40.58
HSBC,2024-01-10,Actual,40.64
HSBC,2024-01-11,Actual,39.42
HSBC,2024-01-12,Actual,39.38
HSBC,2024-01-16,Actual,37.95
HSBC,2024-01-17,Actual,37.58
HSBC,2024-01-18,Actual,37.89
HSBC,2024-01-19,Actual,37.99
HSBC,2024-01-22,Actual,38.33
HSBC,2024-01-23,Actual,38.43
HSBC,2024-01-24,Actual,38.75
HSBC,2024-01-25,Actual,39.0
HSBC,2024-01-26,Actual,39.65
HSBC,2024-01-29,Actual,39.68
HSBC,2024-01-30,Actual,39.86
HSBC,2024-01-31,Actual,39.33
HSBC,2024-02-01,Actual,39.5
HSBC,2024-02-02,Actual,39.35
HSBC,2024-02-05,Actual,39.34
HSBC,2024-02-06,Actual,39.99
HSBC,2024-02-07,Actual,39.95
HSBC,2024-02-08,Actual,39.25
HSBC,2024-02-09,Actual,39.03
HSBC,2024-02-12,Actual,38.83
HSBC,2024-02-13,Actual,38.65
HSBC,2024-02-14,Actual,39.29
HSBC,2024-02-15,Actual,39.87
HSBC,2024-02-16,Actual,40.32
HSBC,2024-02-20,Actual,40.85
HSBC,2024-02-21,Actual,37.22
HSBC,2024-02-22,Actual,37.71
HSBC,2024-02-23,Actual,38.2
HSBC,2024-02-26,Actual,38.08
HSBC,2024-02-27,Actual,38.36
HSBC,2024-02-28,Actual,38.49
HSBC,2024-02-29,Actual,39.18
HSBC,2024-03-01,Actual,38.98
HSBC,2024-03-04,Actual,38.78
HSBC,2024-03-05,Actual,38.93
HSBC,2024-03-06,Actual,39.23
HSBC,2024-03-07,Actual,37.88
HSBC,2024-03-08,Actual,37.44
HSBC,2024-03-11,Actual,37.13
HSBC,2024-03-12,Actual,38.01
HSBC,2024-03-13,Actual,37.99
HSBC,2024-03-14,Actual,37.53
HSBC,2024-03-15,Actual,38.21
HSBC,2024-03-18,Actual,38.42
HSBC,2024-03-19,Actual,38.5
HSBC,2024-03-20,Actual,39.06
HSBC,2024-03-21,Actual,39.5
HSBC,2024-03-22,Actual,39.52
HSBC,2024-03-25,Actual,39.52
HSBC,2024-03-26,Actual,39.7
HSBC,2024-03-27,Actual,38.99
HSBC,2024-03-28,Actual,39.36
HSBC,2024-04-01,Actual,39.31
HSBC,2024-04-02,Actual,39.32
HSBC,2024-04-03,Actual,40.13
HSBC,2024-04-04,Actual,40.17
HSBC,2024-04-05,Actual,40.72
HSBC,2024-04-08,Actual,41.01
HSBC,2024-04-09,Actual,41.16
HSBC,2024-04-10,Actual,41.81
HSBC,2024-04-11,Actual,40.95
HSBC,2024-04-12,Actual,40.63
HSBC,2024-04-15,Actual,40.57
HSBC,2024-04-16,Actual,39.65
HSBC,2024-04-17,Actual,39.98
HSBC,2024-04-18,Actual,40.39
HSBC,2024-04-19,Actual,40.52
HSBC,2024-04-22,Actual,41.62
HSBC,2024-04-23,Actual,41.89
HSBC,2024-04-24,Actual,41.69
HSBC,2024-04-25,Actual,41.81
HSBC,2024-04-26,Actual,41.9
HSBC,2024-04-29,Actual,42.18
HSBC,2024-04-30,Actual,43.58
HSBC,2024-05-01,Actual,43.65
HSBC,2024-05-02,Actual,44.51
HSBC,2024-05-03,Actual,44.45
HSBC,2024-05-06,Actual,44.78
HSBC,2024-05-07,Actual,44.98
HSBC,2024-05-08,Actual,45.4
HSBC,2024-05-09,Actual,43.49
HSBC,2024-05-10,Actual,43.6
HSBC,2024-05-13,Actual,43.96999999999999
HSBC,2024-05-14,Actual,44.72
HSBC,2024-05-15,Actual,44.77
HSBC,2024-05-16,Actual,44.43
HSBC,2024-05-17,Actual,44.54
HSBC,2024-05-20,Actual,44.19
HSBC,2024-05-21,Actual,44.58
HSBC,2024-05-22,Actual,44.21
HSBC,2024-05-23,Actual,43.8
HSBC,2024-05-24,Actual,44.38
HSBC,2024-05-28,Actual,44.16
HSBC,2024-05-29,Actual,43.74
HSBC,2024-05-30,Actual,44.31
HSBC,2024-05-31,Actual,44.65
HSBC,2024-06-03,Actual,44.88
HSBC,2024-06-04,Actual,44.54
HSBC,2024-06-05,Actual,44.15
HSBC,2024-06-06,Actual,44.54
HSBC,2024-06-07,Actual,44.43
HSBC,2024-06-10,Actual,44.51
HSBC,2024-06-11,Actual,43.32
HSBC,2024-06-12,Actual,43.87
HSBC,2024-06-13,Actual,43.21
HSBC,2024-06-14,Actual,43.22
HSBC,2024-06-17,Actual,43.7
HSBC,2024-06-18,Actual,43.72
HSBC,2024-06-20,Actual,44.3
HSBC,2024-06-21,Actual,43.5
HSBC,2024-06-24,Actual,44.07
HSBC,2024-06-25,Actual,43.82999999999999
HSBC,2024-06-26,Actual,43.71
HSBC,2024-06-27,Actual,43.73
HSBC,2024-06-28,Actual,43.5
HSBC,2024-07-01,Actual,43.81
HSBC,2024-07-02,Actual,44.08
HSBC,2024-07-03,Actual,43.89999999999999
HSBC,2024-07-05,Actual,43.41
HSBC,2024-07-08,Actual,43.33
HSBC,2024-07-09,Actual,42.98
HSBC,2024-07-10,Actual,43.2
HSBC,2024-07-11,Actual,43.36
HSBC,2024-07-12,Actual,43.78
HSBC,2024-07-15,Actual,43.25
HSBC,2024-07-16,Actual,43.53
HSBC,2024-07-17,Actual,43.5
HSBC,2024-07-18,Actual,43.02
HSBC,2024-07-19,Actual,42.86
HSBC,2024-07-22,Actual,43.47
HSBC,2024-07-23,Actual,43.23
HSBC,2024-07-24,Actual,42.87
HSBC,2024-07-25,Actual,42.84
HSBC,2024-07-26,Actual,43.28
HSBC,2024-07-29,Actual,43.3
HSBC,2024-07-30,Actual,43.53
HSBC,2024-07-31,Actual,45.14999999999999
HSBC,2024-08-01,Actual,42.46
HSBC,2024-08-02,Actual,41.3
HSBC,2024-08-05,Actual,40.42
HSBC,2024-08-06,Actual,40.63
HSBC,2024-08-07,Actual,40.79
HSBC,2024-08-08,Actual,41.22
HSBC,2024-08-09,Actual,41.56
HSBC,2024-08-12,Actual,41.46
HSBC,2024-08-13,Actual,42.0
HSBC,2024-08-14,Actual,42.18
HSBC,2024-08-15,Actual,42.83
HSBC,2024-08-16,Actual,42.76
HSBC,2024-08-19,Actual,43.49
HSBC,2024-08-20,Actual,42.72
HSBC,2024-08-21,Actual,43.19
HSBC,2024-08-22,Actual,43.03
HSBC,2024-08-23,Actual,43.65
HSBC,2024-08-26,Actual,43.7
HSBC,2024-08-27,Actual,44.17
HSBC,2024-08-28,Actual,43.95
HSBC,2024-08-29,Actual,44.10999999999999
HSBC,2024-08-30,Actual,44.46
HSBC,2024-09-03,Actual,43.42
HSBC,2024-09-04,Actual,43.54999999999999
HSBC,2024-09-05,Actual,43.94
HSBC,2024-09-06,Actual,42.87
HSBC,2024-09-09,Actual,43.74
HSBC,2024-09-10,Actual,43.05
HSBC,2024-09-11,Actual,43.02
HSBC,2024-09-12,Actual,43.33
HSBC,2024-09-13,Actual,43.64
HSBC,2024-09-16,Actual,43.68
HSBC,2024-09-17,Actual,43.68
HSBC,2024-09-18,Actual,43.91
HSBC,2024-09-19,Actual,44.71
HSBC,2024-09-20,Actual,44.17
HSBC,2024-09-23,Actual,45.07
HSBC,2024-09-24,Actual,45.21999999999999
HSBC,2024-09-25,Actual,44.67
HSBC,2024-09-26,Actual,45.91
HSBC,2024-09-27,Actual,45.62
HSBC,2024-09-30,Actual,45.19
HSBC,2024-10-01,Actual,44.59
HSBC,2024-10-02,Actual,45.05
HSBC,2024-10-03,Actual,45.18
HSBC,2024-10-04,Actual,45.86
HSBC,2024-10-07,Actual,45.67
HSBC,2024-10-08,Actual,43.92
HSBC,2024-10-09,Actual,44.17
HSBC,2024-10-10,Actual,44.28
HSBC,2024-10-11,Actual,44.35
HSBC,2024-10-14,Actual,44.36
HSBC,2024-10-15,Actual,43.82999999999999
HSBC,2024-10-16,Actual,44.1
HSBC,2024-10-17,Actual,44.37
HSBC,2024-10-18,Actual,44.72
HSBC,2024-10-21,Actual,44.17999999999999
HSBC,2024-10-22,Actual,44.62
HSBC,2024-10-23,Actual,44.17999999999999
HSBC,2024-10-24,Actual,44.5
HSBC,2024-10-25,Actual,44.36
HSBC,2024-10-28,Actual,45.17
HSBC,2024-10-29,Actual,46.44
HSBC,2024-10-30,Actual,46.23
HSBC,2024-10-31,Actual,46.13
HSBC,2024-11-01,Actual,46.18
HSBC,2024-11-04,Actual,46.64
HSBC,2024-11-05,Actual,47.27
HSBC,2024-11-06,Actual,47.04
HSBC,2024-11-07,Actual,47.36
HSBC,2024-11-08,Actual,44.96
HSBC,2024-11-11,Actual,45.32
HSBC,2024-11-12,Actual,44.62
HSBC,2024-11-13,Actual,45.0
HSBC,2024-11-14,Actual,44.940000000000005
HSBC,2024-11-15,Actual,45.74
HSBC,2024-11-18,Actual,46.45
HSBC,2024-11-19,Actual,46.28
HSBC,2024-11-20,Actual,46.23
HSBC,2024-11-21,Actual,46.32
HSBC,2024-11-22,Actual,45.94
HSBC,2024-11-25,Actual,46.49
HSBC,2024-11-26,Actual,46.32
HSBC,2024-11-27,Actual,46.67999999999999
HSBC,2024-11-29,Actual,46.88999999999999
HSBC,2024-12-02,Actual,47.01
HSBC,2024-12-03,Actual,47.47
HSBC,2024-12-04,Actual,47.35
HSBC,2024-12-05,Actual,48.06
HSBC,2024-12-06,Actual,47.59
HSBC,2024-12-09,Actual,47.95
HSBC,2024-12-10,Actual,48.02
HSBC,2024-12-11,Actual,48.54
HSBC,2024-12-12,Actual,48.38
HSBC,2024-12-13,Actual,48.6
HSBC,2024-12-16,Actual,48.63
HSBC,2024-12-17,Actual,48.64
HSBC,2024-12-18,Actual,47.93000000000001
HSBC,2024-12-19,Actual,48.15
HSBC,2024-12-20,Actual,48.27
HSBC,2024-12-23,Actual,48.690000000000005
HSBC,2024-12-24,Actual,49.25000000000001
HSBC,2024-12-26,Actual,49.26
HSBC,2024-12-27,Actual,49.29
HSBC,2024-12-30,Actual,49.51
HSBC,2024-12-31,Actual,49.46000000000001
HSBC,2025-01-02,Actual,48.68
HSBC,2025-01-03,Actual,49.07
HSBC,2025-01-06,Actual,49.27
HSBC,2025-01-07,Actual,48.85
HSBC,2025-01-08,Actual,49.37
HSBC,2025-01-10,Actual,49.35
HSBC,2025-01-13,Actual,49.0
HSBC,2025-01-14,Actual,49.35
HSBC,2025-01-15,Actual,50.04
HSBC,2025-01-16,Actual,50.81
HSBC,2025-01-17,Actual,50.63
HSBC,2025-01-21,Actual,51.49
HSBC,2025-01-22,Actual,50.91
HSBC,2025-01-23,Actual,51.41
HSBC,2025-01-24,Actual,51.29
HSBC,2025-01-27,Actual,52.10000000000001
HSBC,2025-01-28,Actual,51.96000000000001
HSBC,2025-01-29,Actual,52.16
HSBC,2025-01-30,Actual,52.67
HSBC,2025-01-31,Actual,52.43
HSBC,2025-02-03,Actual,51.3
HSBC,2025-02-04,Actual,51.92
HSBC,2025-02-05,Actual,52.21
HSBC,2025-02-06,Actual,52.99
HSBC,2025-02-07,Actual,53.1
HSBC,2025-02-10,Actual,53.86
HSBC,2025-02-11,Actual,54.60000000000001
HSBC,2025-02-12,Actual,55.080000000000005
HSBC,2025-02-13,Actual,55.19
HSBC,2025-02-14,Actual,55.09000000000001
HSBC,2025-02-18,Actual,56.88
HSBC,2025-02-19,Actual,56.96000000000001
HSBC,2025-02-20,Actual,55.97
HSBC,2025-02-21,Actual,56.08
HSBC,2025-02-24,Actual,55.7
HSBC,2025-02-25,Actual,57.77
HSBC,2025-02-26,Actual,58.24
